"What topics does '🕉️ Philosophy & Doctrine — The Eternal Foundation' cover, and where does it live?",DSA-Grandmaster-Codex/00-PHILOSOPHY-AND-DOCTRINE/00-Index.md — covers: 📜 Contents
Where in the codex is 'INTERVIEW TIPS' taught?,"DSA-Grandmaster-Codex/04-DATA-STRUCTURES-UNIVERSE/26-Segment-Tree.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/07-Edit-Distance-Family.md"
Where in the codex is 'Construction' taught?,"DSA-Grandmaster-Codex/04-DATA-STRUCTURES-UNIVERSE/COMPENDIUM-Advanced-DS.md, DSA-Grandmaster-Codex/08-STRING-UNIVERSE/08-Suffix-Array.md"
Where in the codex is 'Heap Sort' taught?,"DSA-Grandmaster-Codex/04-DATA-STRUCTURES-UNIVERSE/COMPENDIUM-Heaps-And-Range.md, DSA-Grandmaster-Codex/05-ALGORITHMS-UNIVERSE/02-Sorting.md"
Where in the codex is 'Patterns' taught?,"DSA-Grandmaster-Codex/04-DATA-STRUCTURES-UNIVERSE/COMPENDIUM-Linear-Structures.md, DSA-Grandmaster-Codex/05-ALGORITHMS-UNIVERSE/COMPENDIUM-Advanced-Algorithms.md"
Where in the codex is 'Where used' taught?,"DSA-Grandmaster-Codex/04-DATA-STRUCTURES-UNIVERSE/COMPENDIUM-Trees.md, DSA-Grandmaster-Codex/05-ALGORITHMS-UNIVERSE/COMPENDIUM-Advanced-Algorithms.md"
Where in the codex is 'BINARY SEARCH — O(log n)' taught?,"DSA-Grandmaster-Codex/05-ALGORITHMS-UNIVERSE/01-Searching.md, DSA-Grandmaster-Codex/05-ALGORITHMS-UNIVERSE/03-Divide-And-Conquer.md"
Where in the codex is 'SEARCH IN ROTATED SORTED ARRAY' taught?,DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/05-Binary-Search/05-Search-Rotated-Sorted-Array.md
Where in the codex is 'Huffman Coding' taught?,"DSA-Grandmaster-Codex/05-ALGORITHMS-UNIVERSE/04-Greedy-Algorithms.md, DSA-Grandmaster-Codex/14-ALGORITHM-DESIGN-SCIENCE/06-Compression-As-Discovery.md"
Where in the codex is 'WHEN GREEDY FAILS' taught?,"DSA-Grandmaster-Codex/05-ALGORITHMS-UNIVERSE/04-Greedy-Algorithms.md, DSA-Grandmaster-Codex/16-MENTAL-MODELS-AND-FRAMEWORKS/05-Greedy-Thinking.md"
Where in the codex is 'THE SUBSET-VS-PERMUTATION DICHOTOMY' taught?,"DSA-Grandmaster-Codex/05-ALGORITHMS-UNIVERSE/05-Backtracking.md, DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/10-Backtracking/00-Index.md"
Where in the codex is 'TWO POINTERS (same direction = sliding window)' taught?,"DSA-Grandmaster-Codex/05-ALGORITHMS-UNIVERSE/07-Two-Pointers-And-Sliding-Window.md, DSA-Grandmaster-Codex/05-ALGORITHMS-UNIVERSE/COMPENDIUM-Advanced-Algorithms.md"
Where in the codex is 'THE DECISION GUIDE' taught?,"DSA-Grandmaster-Codex/05-ALGORITHMS-UNIVERSE/07-Two-Pointers-And-Sliding-Window.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/15-DP-Optimizations.md"
Where in the codex is 'Bit Manipulation' taught?,DSA-Grandmaster-Codex/05-ALGORITHMS-UNIVERSE/08-Bit-Manipulation.md
Where in the codex is 'Competitive ratio' taught?,"DSA-Grandmaster-Codex/05-ALGORITHMS-UNIVERSE/COMPENDIUM-Advanced-Algorithms.md, DSA-Grandmaster-Codex/11-ADVANCED-PARADIGMS-UNIVERSE/08-COMPENDIUM-Advanced.md"
Where in the codex is 'Famous online problems' taught?,"DSA-Grandmaster-Codex/05-ALGORITHMS-UNIVERSE/COMPENDIUM-Advanced-Algorithms.md, DSA-Grandmaster-Codex/11-ADVANCED-PARADIGMS-UNIVERSE/08-COMPENDIUM-Advanced.md"
Where in the codex is 'THE MUST-DO' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/00-Index.md, DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/00-Index.md"
Where in the codex is 'THE 5-STEP DP FRAMEWORK' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/01-DP-Foundations.md, DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/13-1D-Dynamic-Programming/00-Index.md"
Where in the codex is 'Climbing Stairs (LC 70)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/02-1D-DP.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'House Robber (LC 198)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/02-1D-DP.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
"Where in the codex is 'House Robber II (LC 213, circular)' taught?","DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/02-1D-DP.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'Min Cost Climbing Stairs (LC 746)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/02-1D-DP.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'Decode Ways (LC 91)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/02-1D-DP.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
"Where in the codex is 'Maximum Subarray (LC 53, Kadane)' taught?","DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/02-1D-DP.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'Maximum Product Subarray (LC 152)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/02-1D-DP.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'Unique Paths (LC 62)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/03-2D-DP-Grids.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'Minimum Path Sum (LC 64)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/03-2D-DP-Grids.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'Triangle (LC 120)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/03-2D-DP-Grids.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'Maximal Square (LC 221)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/03-2D-DP-Grids.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'Minimum Falling Path Sum (LC 931)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/03-2D-DP-Grids.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'Number of LIS (LC 673)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/05-LIS-Family.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'Russian Doll Envelopes (LC 354)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/05-LIS-Family.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'Maximum Sum Increasing Subsequence' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/05-LIS-Family.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'Longest Divisible Subset (LC 368)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/05-LIS-Family.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'Shortest Common Supersequence (LC 1092)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/06-LCS-Family.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'Edit Distance (LC 72)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/06-LCS-Family.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'Delete Operation for Two Strings (LC 583)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/06-LCS-Family.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/07-Edit-Distance-Family.md"
Where in the codex is 'Minimum ASCII Delete Sum (LC 712)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/06-LCS-Family.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/07-Edit-Distance-Family.md"
Where in the codex is 'Longest Palindromic Subsequence (LC 516)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/06-LCS-Family.md, DSA-Grandmaster-Codex/08-STRING-UNIVERSE/14-COMPENDIUM-All-String-Algorithms.md"
Where in the codex is 'One Edit Distance (LC 161)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/07-Edit-Distance-Family.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'With Cooldown (LC 309)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/08-Stocks-DP.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'With Transaction Fee (LC 714)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/08-Stocks-DP.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'Matrix Chain Multiplication' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/09-Interval-DP.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'Burst Balloons (LC 312)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/09-Interval-DP.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'Palindrome Partitioning II (LC 132)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/09-Interval-DP.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'Boolean Parenthesization' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/09-Interval-DP.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'Strange Printer (LC 664)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/09-Interval-DP.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'House Robber III (LC 337)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/10-Tree-DP.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'THE PROBLEM TYPE' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/13-Digit-DP.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/17-Profile-DP.md"
Where in the codex is 'Knight Probability in Chessboard (LC 688)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/14-Probability-Expected-DP.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'New 21 Game (LC 837)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/14-Probability-Expected-DP.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'Soup Servings (LC 808)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/14-Probability-Expected-DP.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'CONVEX HULL TRICK (CHT)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/15-DP-Optimizations.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'KNUTH'S OPTIMIZATION' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/15-DP-Optimizations.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'ALIENS TRICK (Lagrangian Relaxation)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/15-DP-Optimizations.md, DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md"
Where in the codex is 'Regular Expression Matching (LC 10)' taught?,"DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md, DSA-Grandmaster-Codex/15-CASE-STUDIES-LEGENDARY/13-Google-Hardest-Problems.md"
Where in the codex is 'REPRESENTATIONS' taught?,"DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/01-Graph-Foundations.md, DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/COMPENDIUM-All-Graph-Algorithms.md"
Where in the codex is 'BFS (Breadth-First Search)' taught?,"DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/01-Graph-Foundations.md, DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/02-BFS-and-DFS.md"
Where in the codex is 'DFS (Depth-First Search)' taught?,"DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/01-Graph-Foundations.md, DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/02-BFS-and-DFS.md"
Where in the codex is 'Topological Sort' taught?,DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/03-Topological-Sort.md
Where in the codex is 'KAHN'S ALGORITHM (BFS-based)' taught?,"DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/03-Topological-Sort.md, DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/COMPENDIUM-All-Graph-Algorithms.md"
Where in the codex is 'Union-Find' taught?,"DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/04-Cycle-Detection.md, DSA-Grandmaster-Codex/13-INTERVIEW-DSA-UNIVERSE/02-The-25-Patterns.md"
Where in the codex is '0-1 BFS' taught?,"DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/06-Shortest-Paths.md, DSA-Grandmaster-Codex/15-CASE-STUDIES-LEGENDARY/08-The-Story-of-Dijkstra.md"
Where in the codex is 'A* SEARCH' taught?,"DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/06-Shortest-Paths.md, DSA-Grandmaster-Codex/15-CASE-STUDIES-LEGENDARY/08-The-Story-of-Dijkstra.md"
Where in the codex is 'PRACTICAL ADVICE' taught?,"DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/13-General-Matching.md, DSA-Grandmaster-Codex/08-STRING-UNIVERSE/10-Suffix-Tree.md"
Where in the codex is 'MIN-COST MAX-FLOW (MCMF)' taught?,DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/15-Min-Cost-Flow.md
Where in the codex is 'Hard' taught?,"DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/COMPENDIUM-All-Graph-Algorithms.md, DSA-Grandmaster-Codex/08-STRING-UNIVERSE/14-COMPENDIUM-All-String-Algorithms.md"
Where in the codex is 'POLYNOMIAL ROLLING HASH' taught?,"DSA-Grandmaster-Codex/08-STRING-UNIVERSE/02-Hashing.md, DSA-Grandmaster-Codex/08-STRING-UNIVERSE/14-COMPENDIUM-All-String-Algorithms.md"
Where in the codex is 'THE FAILURE FUNCTION' taught?,"DSA-Grandmaster-Codex/08-STRING-UNIVERSE/03-KMP.md, DSA-Grandmaster-Codex/15-CASE-STUDIES-LEGENDARY/07-The-Story-of-KMP.md"
Where in the codex is 'THE STRUCTURE' taught?,"DSA-Grandmaster-Codex/08-STRING-UNIVERSE/11-Palindromic-Tree.md, DSA-Grandmaster-Codex/22-COMPANY-PREP-TRACKS/10-Resume-And-Profile-Building.md"
Where in the codex is 'PROBLEMS (curated)' taught?,"DSA-Grandmaster-Codex/08-STRING-UNIVERSE/12-String-DP.md, DSA-Grandmaster-Codex/08-STRING-UNIVERSE/13-Trie-Applications.md"
Where in the codex is 'Pattern matching' taught?,"DSA-Grandmaster-Codex/08-STRING-UNIVERSE/14-COMPENDIUM-All-String-Algorithms.md, DSA-Grandmaster-Codex/15-CASE-STUDIES-LEGENDARY/07-The-Story-of-KMP.md"
Where in the codex is 'EXTENDED EUCLIDEAN' taught?,"DSA-Grandmaster-Codex/09-MATHEMATICS-UNIVERSE/01-Number-Theory.md, DSA-Grandmaster-Codex/09-MATHEMATICS-UNIVERSE/11-COMPENDIUM-Math-Toolkit.md"
Where in the codex is 'MODULAR ARITHMETIC' taught?,DSA-Grandmaster-Codex/09-MATHEMATICS-UNIVERSE/06-Modular-Arithmetic.md
Where in the codex is 'MÖBIUS FUNCTION & INVERSION' taught?,DSA-Grandmaster-Codex/09-MATHEMATICS-UNIVERSE/07-Mobius-Function.md
Where in the codex is 'STARS AND BARS' taught?,"DSA-Grandmaster-Codex/09-MATHEMATICS-UNIVERSE/02-Combinatorics.md, DSA-Grandmaster-Codex/09-MATHEMATICS-UNIVERSE/11-COMPENDIUM-Math-Toolkit.md"
Where in the codex is 'CATALAN NUMBERS' taught?,"DSA-Grandmaster-Codex/09-MATHEMATICS-UNIVERSE/02-Combinatorics.md, DSA-Grandmaster-Codex/09-MATHEMATICS-UNIVERSE/11-COMPENDIUM-Math-Toolkit.md"
Where in the codex is 'MATRIX EXPONENTIATION' taught?,"DSA-Grandmaster-Codex/09-MATHEMATICS-UNIVERSE/04-Linear-Algebra.md, DSA-Grandmaster-Codex/09-MATHEMATICS-UNIVERSE/11-COMPENDIUM-Math-Toolkit.md"
Where in the codex is 'GAUSSIAN ELIMINATION' taught?,"DSA-Grandmaster-Codex/09-MATHEMATICS-UNIVERSE/04-Linear-Algebra.md, DSA-Grandmaster-Codex/09-MATHEMATICS-UNIVERSE/11-COMPENDIUM-Math-Toolkit.md"
Where in the codex is 'FFT (over complex numbers)' taught?,"DSA-Grandmaster-Codex/09-MATHEMATICS-UNIVERSE/05-FFT-NTT.md, DSA-Grandmaster-Codex/09-MATHEMATICS-UNIVERSE/11-COMPENDIUM-Math-Toolkit.md"
Where in the codex is 'MODULAR INVERSE' taught?,"DSA-Grandmaster-Codex/09-MATHEMATICS-UNIVERSE/06-Modular-Arithmetic.md, DSA-Grandmaster-Codex/09-MATHEMATICS-UNIVERSE/11-COMPENDIUM-Math-Toolkit.md"
Where in the codex is 'CHINESE REMAINDER THEOREM (CRT)' taught?,"DSA-Grandmaster-Codex/09-MATHEMATICS-UNIVERSE/06-Modular-Arithmetic.md, DSA-Grandmaster-Codex/09-MATHEMATICS-UNIVERSE/11-COMPENDIUM-Math-Toolkit.md"
Where in the codex is 'EULER'S THEOREM' taught?,"DSA-Grandmaster-Codex/09-MATHEMATICS-UNIVERSE/08-Euler-Totient.md, DSA-Grandmaster-Codex/09-MATHEMATICS-UNIVERSE/11-COMPENDIUM-Math-Toolkit.md"
Where in the codex is 'NIM' taught?,"DSA-Grandmaster-Codex/09-MATHEMATICS-UNIVERSE/09-Game-Theory.md, DSA-Grandmaster-Codex/09-MATHEMATICS-UNIVERSE/11-COMPENDIUM-Math-Toolkit.md"
Where in the codex is 'SPRAGUE-GRUNDY THEOREM' taught?,"DSA-Grandmaster-Codex/09-MATHEMATICS-UNIVERSE/09-Game-Theory.md, DSA-Grandmaster-Codex/09-MATHEMATICS-UNIVERSE/11-COMPENDIUM-Math-Toolkit.md"
Where in the codex is 'THE GENERAL TEMPLATE' taught?,"DSA-Grandmaster-Codex/10-GEOMETRY-UNIVERSE/03-Line-Sweep.md, DSA-Grandmaster-Codex/15-CASE-STUDIES-LEGENDARY/04-IOI-Aliens-and-Beyond.md"
Where in the codex is 'Skyline problem (LC 218)' taught?,"DSA-Grandmaster-Codex/10-GEOMETRY-UNIVERSE/03-Line-Sweep.md, DSA-Grandmaster-Codex/10-GEOMETRY-UNIVERSE/08-COMPENDIUM-Geometry.md"
Where in the codex is 'VORONOI DIAGRAM' taught?,"DSA-Grandmaster-Codex/10-GEOMETRY-UNIVERSE/07-Voronoi-Delaunay.md, DSA-Grandmaster-Codex/10-GEOMETRY-UNIVERSE/08-COMPENDIUM-Geometry.md"
Where in the codex is 'DELAUNAY TRIANGULATION' taught?,"DSA-Grandmaster-Codex/10-GEOMETRY-UNIVERSE/07-Voronoi-Delaunay.md, DSA-Grandmaster-Codex/10-GEOMETRY-UNIVERSE/08-COMPENDIUM-Geometry.md"
Where in the codex is 'TOOLS' taught?,"DSA-Grandmaster-Codex/12-COMPETITIVE-PROGRAMMING-UNIVERSE/01-Codeforces-Mastery.md, DSA-Grandmaster-Codex/12-COMPETITIVE-PROGRAMMING-UNIVERSE/02-AtCoder-Mastery.md"
Where in the codex is 'THE 4-FILE SETUP' taught?,"DSA-Grandmaster-Codex/12-COMPETITIVE-PROGRAMMING-UNIVERSE/10-Stress-Testing.md, DSA-Grandmaster-Codex/12-COMPETITIVE-PROGRAMMING-UNIVERSE/12-COMPENDIUM-CP-Wisdom.md"
Where in the codex is 'WHEN TO STRESS TEST' taught?,"DSA-Grandmaster-Codex/12-COMPETITIVE-PROGRAMMING-UNIVERSE/10-Stress-Testing.md, DSA-Grandmaster-Codex/12-COMPETITIVE-PROGRAMMING-UNIVERSE/12-COMPENDIUM-CP-Wisdom.md"
Where in the codex is 'WHAT A CP TEMPLATE SHOULD HAVE' taught?,"DSA-Grandmaster-Codex/12-COMPETITIVE-PROGRAMMING-UNIVERSE/11-Template-Engineering.md, DSA-Grandmaster-Codex/12-COMPETITIVE-PROGRAMMING-UNIVERSE/12-COMPENDIUM-CP-Wisdom.md"
Where in the codex is 'Strategy' taught?,"DSA-Grandmaster-Codex/12-COMPETITIVE-PROGRAMMING-UNIVERSE/12-COMPENDIUM-CP-Wisdom.md, DSA-Grandmaster-Codex/13-INTERVIEW-DSA-UNIVERSE/11-COMPENDIUM-Interview-Mastery.md"
Where in the codex is 'MERGE INTERVALS' taught?,DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/16-Intervals/02-Merge-Intervals.md
Where in the codex is 'THE NARRATION STRUCTURE' taught?,"DSA-Grandmaster-Codex/13-INTERVIEW-DSA-UNIVERSE/04-Interview-Communication.md, DSA-Grandmaster-Codex/13-INTERVIEW-DSA-UNIVERSE/11-COMPENDIUM-Interview-Mastery.md"
Where in the codex is 'THE STAR METHOD' taught?,"DSA-Grandmaster-Codex/13-INTERVIEW-DSA-UNIVERSE/08-Behavioral-Integration.md, DSA-Grandmaster-Codex/18-SIMULATIONS-AND-LABS/07-Behavioral-Interview-Simulation.md"
Where in the codex is 'Meta' taught?,"DSA-Grandmaster-Codex/13-INTERVIEW-DSA-UNIVERSE/08-Behavioral-Integration.md, DSA-Grandmaster-Codex/13-INTERVIEW-DSA-UNIVERSE/11-COMPENDIUM-Interview-Mastery.md"
Where in the codex is 'GOOGLE' taught?,"DSA-Grandmaster-Codex/13-INTERVIEW-DSA-UNIVERSE/10-Top-100-Per-Company.md, DSA-Grandmaster-Codex/13-INTERVIEW-DSA-UNIVERSE/11-COMPENDIUM-Interview-Mastery.md"
Where in the codex is 'META (FACEBOOK)' taught?,"DSA-Grandmaster-Codex/13-INTERVIEW-DSA-UNIVERSE/10-Top-100-Per-Company.md, DSA-Grandmaster-Codex/13-INTERVIEW-DSA-UNIVERSE/11-COMPENDIUM-Interview-Mastery.md"
Where in the codex is 'AMAZON' taught?,"DSA-Grandmaster-Codex/13-INTERVIEW-DSA-UNIVERSE/10-Top-100-Per-Company.md, DSA-Grandmaster-Codex/13-INTERVIEW-DSA-UNIVERSE/11-COMPENDIUM-Interview-Mastery.md"
Where in the codex is 'MICROSOFT' taught?,"DSA-Grandmaster-Codex/13-INTERVIEW-DSA-UNIVERSE/10-Top-100-Per-Company.md, DSA-Grandmaster-Codex/13-INTERVIEW-DSA-UNIVERSE/11-COMPENDIUM-Interview-Mastery.md"
Where in the codex is 'APPLE' taught?,"DSA-Grandmaster-Codex/13-INTERVIEW-DSA-UNIVERSE/10-Top-100-Per-Company.md, DSA-Grandmaster-Codex/13-INTERVIEW-DSA-UNIVERSE/11-COMPENDIUM-Interview-Mastery.md"
Where in the codex is 'Tips' taught?,"DSA-Grandmaster-Codex/13-INTERVIEW-DSA-UNIVERSE/11-COMPENDIUM-Interview-Mastery.md, DSA-Grandmaster-Codex/20-RESOURCES-AND-REFERENCES/10-Curated-Sheets/01-Striver-Sheets-Guide.md"
Where in the codex is 'WHERE TO PRACTICE' taught?,"DSA-Grandmaster-Codex/15-CASE-STUDIES-LEGENDARY/01-ICPC-Hello-World-of-Hard-Problems.md, DSA-Grandmaster-Codex/15-CASE-STUDIES-LEGENDARY/03-IOI-Ciphers-Mecho-Cake.md"
